brewery_id,address
4013,"402 Seventh Street, Glenwood Springs, CO, US, 81601"
11743,"6 Keighley Road, Cross Hills, Keighley, GB2, UK, BD20 7RN"
16993,"1483 Ottawa, Montréal, QC, CA, H3C 1S9"
25934,"Market Street, Clarens, ZA"
5392,"215 E State St, Rockford, IL, US, 61104-1010"
22659,"Gloucester St, The Rocks, AU, NSW 2000"
2674,"74 Hollywood Blvd, Whitefield, ME, US, 04353-3729"
535,"Snekerstraat 43, Bolsward, NL, 8701 XC"
21760,"Smithy Farm, Blackshaw Head, Hebden Bridge, West Yorkshire, GB2, UK, HX7 7JB"
5823,"Am Vogelgarten 2, Altomünster, DE, 85250"
25251,"Wilkinson Road, Murtho, AU, 5340"
19155,"Schelmseweg 89, Arnhem, NL, 6800"
4099,"Waaggasse 5, Wien, AT, 1040"
13067,"2A Murray Street, Tanunda, AU, 5352"
5366,"Loc. Birra 3L, Savignone, IT, 16012"
4808,"Snaygill Industrial Estate, Keighley Road, Skipton, GB2, UK, BD23 2QR"
24481,"1820 7th Ave, Beaver Falls, PA, US, 15010-4001"
754,"6008 Knowledge Pkwy, Erie, PA, US, 16510"
17271,"130 S Highland Ave, Fullerton, CA, US, 92832"
7593,"Cunnersdorfer Str. 25, Dresden, DE, 01189"
11256,"286 Ch Coulombe, L'Étang-du-Nord, QC, CA, G4T 3V5"
16403,"4 Church St, Mudgee, AU, 2850"
27037,"5764 Wheeler Rd, Indianapolis, IN, US, 46216"
22276,"816A High Road Leyton, London, GB2, UK, E10 6AE"
18823,"4035 N Loop 1604 W. Suite 105., San Antonio, TX, US, 78257"
7482,"Latrán 27, Český Krumlov, CZ, 381 01"
15526,"643 L'Ange Gardien, L'Assomption, QC, CA, J5W 1T1"
487,"1600 East 8th Ave, Tampa, FL, US, 33605"
2933,"Kerkplein 5, St. Eloois - Winkel, BE, 8880"
26824,"3714 Holt Ave, Saint Louis, MO, US, 63116-2614"
1912,"233 North Water Street, Milwaukee, WI, US, 53202"
2617,"222 Broad St, Chattanooga, TN, US, 37402-1009"
26715,"Nadorst 40, Oud-Turnhout, BE, 2360"
3353,"880 West Castleton Road, Castle Rock, CO, US, 80104"
14867,"1240 Switzer Ave, Saint Louis, MO, US, 63147"
13640,"Samaxi Sossesi 1, Baku, AZ, 0100"
1369,"Farforovskaya Str., 1, St. Petersburg, RU, 193171"
2749,"Northgate Brewery, Devizes, GB2, UK"
10113,"82 Onetangi Road, Auckland, NZ"
4300,"1080 W. San Marcos Boulevard, San Marcos, CA, US, 92069"
27922,"1901 Del Amo Blvd Ste B, Torrance, CA, US, 90501"
9482,"30-4 Benten-cho, Hokkaido Ishikari-shi, JP, 061-3372"
3299,"La Landelle, Sainte-Colombe, FR, 35134"
9480,"Jacob Van Maerlantstraat 2, Damme, BE, 8340"
8202,"900 Central Ave, Saskatoon, SK, CA, S7N 2G8"
709,"137 Chervonoprapopna St., Kiev, UA, 03026"
18232,"51, Route de Clan, Neuville De Poitou, FR, 86170"
7685,"620 F Street, Fresno, CA, US, 93706"
4934,"2nd Solnechnaya St. #27A, Omsk, RU, 644073"
17243,"C/ Comte 14, Pol. Ind. Roques Roges, Alcover, ES, 43003"
9749,"42 Stenhouse Drive,, Cameron Park, AU, 2285"
24940,"651 W Tower Ave, Alameda, CA, US, 94501"
2832,"Münchener Straße 80, Rosenheim, DE, 83022"
5083,"Karldahlgrensgatan 33, Linköping, SE, 582 28"
14034,"720 Norris Street, Ypsilanti, MI, US, 48198"
6806,"Kapellenstr. 46-50, Karlsruhe, DE, 76131"
11357,"Ramachandrapuram, E.G. District, Andhra Pradesh, IN, 550 000"
9820,"28120 Hwy 410, Buckley, WA, US, 98321"
18853,"5 Bank Street, Ross-shire, Plockton, GB6, UK, IV52 8TP"
27086,"Ul. Browarna 1, Czarnków, PL, 64-700"
5564,"Leyergasse 6, Heidelberg, DE, 69117"
9534,"Rue De Cerf 191, Genval, BE, 1332"
24824,"2910 E La Palma, Ste C, Anaheim, CA, US, 92806"
3073,"1245 Puerta Del Sol, San Clemente, CA, US, 92673"
2436,"4056 Cerrillos Rd, Santa Fe, NM, US, 87507-2604"
1700,"Prelungirea Nicolae Titulescu 176, Craiova, RO, 1100"
4335,"2380 Larsen Dr, Camino, CA, US, 95709"
2697,"Rue de la Brasserie, 1, Diekirch, LU, 9214"
2263,"5775 Lower York Road, Lahaska, PA, US, 18931"
13096,"747-56 Mukabaki-cho, Miyazaki-ken Nobeoka-shi, JP, 882-0077"
19604,"Place St Michel, Menton, Castillon, FR, 06500"
25839,"2820 First Avenue North, Saint Petersburg, FL, US, 33713"
27808,"374 Helmsley Place, London, GB2, UK, E8 3SB"
3720,"8 de la Brasserie St, RR 3, Amos, QC, CA, J9T 3A2"
21430,"40 Wentworth St, Sydney, AU, NSW 2000"
9632,"82, Rue Principale, Scharrachbergheim, FR, 67310"
25387,"not available, Querétaro, MX"
9373,"1678 Minh Khai, Hanoi, VN, Vietnam"
27019,"Crowlas, Penzance, GB2, UK, TR20 8DX"
862,"300 Cumberland St, Pittsburg, CA, US, 94565"
26520,"100 Clinton Street, Framingham, MA, US, 01702"
8593,"Green Lane, Heywood, Greater Manchester, GB2, UK, OL10 2EP"
1384,"Kominterna Str., 95, Tver, RU, 170028"
8930,"50 East Washington St., Petaluma, CA, US, 94952"
15050,"Grønvej 51, Sabro, DK, 8471"
10095,"Rua Djalma Forjaz. 93 - Vila Capivari, Campos Do Jordão - SP, BR, 12460-000"
37,"Abbaye de Notre-Dame d'Orval, Villers-devant-Orval, BE, 6823"
2428,"Rue De Sondeville, 134, Péruwelz, BE, 7600"
2044,"Hlinky 160/12, Brno, CZ, 661 47"
14207,"22019 US-6, Venango, PA, US, 16440"
1429,"Traktovaya, 35, Barnaul, RU, 656022"
11532,"Rue De Condé 5, Blaton, BE, 7321"
13010,"Podraga Iela 1a, Riga, LV, 1007"
2635,"Hauptstrasse 25, Nesselwang, DE, 87484"
1300,"Castle Road, Thika, KE"
2695,"4700 Cherry Creek Dr S, Denver, CO, US, 80246"
10548,"P.O. Box 105, Campden Park, Kingstown, VC"
3259,"98 St. Paul St, St Catharines, ON, CA, L2R 3M2"
16199,"122 Weston Street, Brunswick East, AU, 3057"
14313,"322 4th Street, Columbus, IN, US, 47201"
19666,"PO Box 221185, Carmel, CA, US, 93922"
20789,"Unit 3, Ditchford Farm, Stretton on Fosse, Gloucestershire, Moreton In Marsh, GB2, UK, GL56 9RD"
15976,"Klassenweg 13, Sevenem, NL, 5975 PR"
7848,"245 S Eton, Birmingham, MI, US, 48009"
18234,"Frantz Lane, Mallan, NSW, Mallan, AU, 3586"
9457,"Kreisstr. 31 - 33, Linnich-Welz, DE, 52441"
27870,"1220 S 8th St, Saint Louis, MO, US, 63104-3610"
7035,"Grange Road, Newburn, Newcastle Upon Tyne, GB2, UK, NE15 8NL"
11437,"1 Cormorant Centre, Cormorant Drive, Runcorn, GB2, UK, WA7 4NQ"
19247,"35 Hunua Rd, Auckland, NZ"
3062,"Common Road Industrial Estate, Stafford, GB2, UK, ST16 3DR"
870,"Laulupeo pst 15, Tartu, EE, 50050"
943,"15 Rowland Way, Novato, CA, US, 94954"
